site;src;index;date;temp;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1973/07/01;11.722;;;;;Mean (Port Nolloth) ;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1973/08/01;11.534;;;;Jan ;14;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1973/09/01;10.879;;;;Feb;14;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1973/10/01;11.786;;;;Mar;#DIV/0!;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1973/11/01;12.308;;;;Apr;9;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1973/12/01;12.34;;;;May;13;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1974/01/01;11.538;;;;Jun;#DIV/0!;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1974/02/01;12.105;;;;Jul;6;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1974/03/01;11.971;;;;Aug;#DIV/0!;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1974/04/01;12.462;;;;Sep;6;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1974/05/01;12.444;;;;Oct;0;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1974/06/01;12.735;;;;Nov;5,5;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1974/07/01;11.455;;;;Dec;0;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1974/08/01;12.704;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1974/09/01;11.02;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1974/10/01;11.056;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1974/11/01;11.98;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1974/12/01;11.365;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1975/01/01;11.019;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1975/02/01;13.667;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1975/03/01;11.673;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1975/04/01;12.519;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1975/05/01;12.611;;43;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1975/06/01;11.558;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1975/07/01;0;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1975/08/01;10.596;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1975/09/01;10.462;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1975/10/01;10.741;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1975/11/01;10.76;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1975/12/01;12.089;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1976/01/01;13.446;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1976/02/01;13.104;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1976/03/01;0;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1976/04/01;0;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1976/05/01;12.088;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1976/06/01;12.567;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1976/07/01;12.167;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1976/08/01;10.806;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1976/09/01;10.7;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1976/10/01;11.597;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1976/11/01;12.417;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1976/12/01;12.823;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1977/01/01;12.968;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1977/02/01;14.38;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1977/03/01;13.387;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1977/04/01;13;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1977/05/01;12.31;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1977/06/01;12.25;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1977/07/01;11.887;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1977/08/01;11.71;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1977/09/01;11.867;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1977/10/01;11.817;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1977/11/01;11.95;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1977/12/01;12.742;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1978/01/01;12.823;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1978/02/01;12.857;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1978/03/01;12.677;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1978/04/01;12.933;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1978/05/01;12.387;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1978/06/01;11.533;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1978/07/01;11.69;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1978/08/01;12.29;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1978/09/01;11.917;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1978/10/01;11.548;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1978/11/01;12.517;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1978/12/01;12.968;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1979/01/01;13.194;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1979/02/01;13.589;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1979/03/01;12.935;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1979/04/01;12.067;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1979/05/01;12.177;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1979/06/01;12.2;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1979/07/01;11.468;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1979/08/01;11.468;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1979/09/01;11.217;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1979/10/01;11.758;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1979/11/01;12.383;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1979/12/01;13.113;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1980/01/01;13.774;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1980/02/01;12.828;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1980/03/01;13.145;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1980/04/01;12.367;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1980/05/01;11.742;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1980/06/01;11.5;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1980/07/01;11.129;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1980/08/01;12.194;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1980/09/01;12.25;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1980/10/01;11.726;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1980/11/01;12.717;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1980/12/01;12.871;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1981/01/01;13.079;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1981/02/01;14;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1981/03/01;12.855;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1981/04/01;11.846;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1981/05/01;12.172;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1981/06/01;11.383;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1981/07/01;11.306;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1981/08/01;11.694;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1981/09/01;12;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1981/10/01;12.081;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1981/11/01;12.154;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1981/12/01;12.292;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1982/01/01;12.167;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1982/02/01;12.826;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1982/03/01;12.5;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1982/04/01;11.875;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1982/05/01;12.24;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1982/06/01;11.24;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1982/07/01;11.222;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1982/08/01;10.48;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1982/09/01;11.08;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1982/10/01;11.75;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1982/11/01;12.333;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1982/12/01;12.208;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1983/01/01;11.96;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1983/02/01;11.208;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1983/03/01;11.593;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1983/04/01;12.692;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1983/05/01;12.042;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1983/06/01;11.625;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1983/07/01;11.333;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1983/08/01;11.154;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1983/09/01;11.778;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1983/10/01;11.538;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1983/11/01;12.692;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1983/12/01;12.435;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1984/01/01;14.04;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1984/02/01;13.92;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1984/03/01;13.259;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1984/04/01;14;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1984/05/01;13;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1984/06/01;12.042;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1984/07/01;11.308;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1984/08/01;11.185;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1984/09/01;12.04;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1984/10/01;12.556;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1984/11/01;11;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1984/12/01;12.13;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1985/01/01;12.889;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1985/02/01;13.25;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1985/03/01;12.28;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1985/04/01;12.68;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1985/05/01;12.615;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1985/06/01;11.92;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1985/07/01;11.522;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1985/08/01;11.571;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1985/09/01;11.935;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1985/10/01;0;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1985/11/01;12.763;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1985/12/01;14.032;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1986/01/01;12.129;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1986/02/01;12.482;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1986/03/01;12.435;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1986/04/01;12.567;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1986/05/01;11.855;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1986/06/01;13.367;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1986/07/01;12.177;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1986/08/01;12.919;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1986/09/01;11.883;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1986/10/01;11.871;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1986/11/01;11.967;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1986/12/01;12.903;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1987/01/01;12.344;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1987/02/01;11.659;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1987/03/01;12.129;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1987/04/01;11.9;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1987/05/01;11.952;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1987/06/01;11.933;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1987/07/01;11.532;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1987/08/01;11.532;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1987/09/01;11.65;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1987/10/01;11.871;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1987/11/01;11.933;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1987/12/01;13.613;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1988/01/01;11.484;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1988/02/01;12.6;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1988/03/01;14.833;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1988/04/01;11.817;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1988/05/01;11.919;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1988/06/01;12.117;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1988/07/01;10.567;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1988/08/01;11.113;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1988/09/01;11.133;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1988/10/01;11.403;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1988/11/01;11.75;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1988/12/01;13.645;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1989/01/01;14;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1989/02/01;14.339;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1989/03/01;12.984;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1989/04/01;12.867;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1989/05/01;13.242;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1989/06/01;12.4;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1989/07/01;11.548;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1989/08/01;11.645;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1989/09/01;11.067;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1989/10/01;10.806;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1989/11/01;11.35;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1989/12/01;11.887;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1990/01/01;12.683;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1990/02/01;15.571;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1990/03/01;14.177;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1990/04/01;13.65;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1990/05/01;12.806;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1990/06/01;11.25;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1990/07/01;10.935;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1990/08/01;10.645;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1990/09/01;11.133;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1990/10/01;11.258;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1990/11/01;11.733;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1990/12/01;12.694;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1991/01/01;12.21;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1991/02/01;12.536;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1991/03/01;12.855;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1991/04/01;12.467;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1991/05/01;12.016;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1991/06/01;12.15;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1991/07/01;12.145;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1991/08/01;10.823;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1991/09/01;11.033;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1991/10/01;11.45;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1991/11/01;11.19;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1991/12/01;11.177;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1992/01/01;11.129;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1992/02/01;12.897;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1992/03/01;12.548;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1992/04/01;12.65;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1992/05/01;11.032;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1992/06/01;10.8;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1992/07/01;10.79;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1992/08/01;10.742;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1992/09/01;10.767;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1992/10/01;12.375;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1992/11/01;11.37;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1992/12/01;11.5;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1993/01/01;11.806;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1993/02/01;12.357;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1993/03/01;12.274;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1993/04/01;13.417;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1993/05/01;11.952;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1993/06/01;11.433;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1993/07/01;12.194;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1993/08/01;11.71;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1993/09/01;10.776;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1993/10/01;10.952;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1993/11/01;11.667;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1993/12/01;11.983;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1994/01/01;12.983;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1994/02/01;14.071;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1994/03/01;13.887;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1994/04/01;13.55;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1994/05/01;11.887;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1994/06/01;11.433;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1994/07/01;11.21;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1994/08/01;11.107;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1994/09/01;11.917;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1994/10/01;11.516;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1994/11/01;12.348;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1994/12/01;12.565;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1995/01/01;13.532;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1995/02/01;13.839;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1995/03/01;13.677;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1995/04/01;13.017;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1995/05/01;13.583;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1995/06/01;12.35;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1995/07/01;11.355;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1995/08/01;11.467;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1995/09/01;11.25;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1995/10/01;12.385;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1995/11/01;11.857;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1995/12/01;15.532;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1996/01/01;13.79;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1996/02/01;13.724;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1996/03/01;13.194;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1996/04/01;13.283;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1996/05/01;12.887;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1996/06/01;13.45;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1996/07/01;12.339;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1996/08/01;11.79;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1996/09/01;12.267;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1996/10/01;11.758;;;;;;;
Port Nolloth;SAWS;Port Nolloth/ SAWS;1996/11/01;11.95;;;;;;;
